kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online
Kalasan,Perdagangan,Mikro_Lv1,1861968,3,2,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2619228,1,1,0,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,794957,2,1,1,1,0,0,1,0
Gamping,Agribisnis,Mikro_Lv3,21009629,3,2,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,3989550,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2218303,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,4592550,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv2,7164533,1,1,0,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,1364899,4,2,2,1,0,0,1,0
Cangkringan,Jasa,Mikro_Lv2,6560121,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1251240,1,1,0,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,2959622,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4617095,2,1,1,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,3800874,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4251387,1,0,1,1,0,0,1,0
Ngaglik,Agribisnis,Mikro_Lv1,1161259,3,2,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3518967,3,1,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,2261331,2,1,1,1,1,0,2,1
Ngemplak,Jasa,Mikro_Lv1,3905851,1,0,1,0,0,0,0,0
Prambanan,Agribisnis,Mikro_Lv1,877332,2,1,1,1,0,0,1,0
Minggir,Jasa,Mikro_Lv1,2453980,1,1,0,1,1,0,2,1
Mlati,Jasa,Mikro_Lv1,1194934,4,2,2,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,1530120,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4534480,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3432208,4,2,2,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,2710846,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1340268,3,1,2,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,3763457,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv2,5096748,5,2,3,1,1,0,2,1
Prambanan,Perdagangan,Mikro_Lv1,2918126,4,2,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4516899,3,1,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,3354135,3,2,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3615848,3,1,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv2,6360764,3,2,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,1340597,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,3460356,1,0,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2205692,2,1,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,2994903,4,2,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,3174691,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1810646,1,1,0,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,1464211,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4345979,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1407272,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4486464,1,1,0,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1459296,3,2,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,1609970,2,1,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,594702,2,1,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1458101,3,1,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv2,5158988,5,2,3,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4950696,1,1,0,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,4271414,3,1,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3330095,1,1,0,1,1,0,2,1
Prambanan,Jasa,Mikro_Lv1,547361,4,2,2,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,3008894,1,0,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1323837,1,1,0,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,3862079,1,0,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,2958884,1,0,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2695814,2,1,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,3945906,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1486275,1,0,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1928931,3,1,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1459540,1,1,0,1,0,0,1,0
Godean,Jasa,Mikro_Lv2,6858777,2,1,1,0,0,0,0,0
Kalasan,Agribisnis,Mikro_Lv2,5824341,5,3,2,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,2652259,3,1,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2284210,4,2,2,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,2366161,1,1,0,1,1,0,2,1
Godean,Perdagangan,Mikro_Lv1,3278366,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv2,8786065,4,2,2,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,2605777,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2626869,1,0,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,3996610,1,1,0,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,3350310,2,1,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,2949851,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2488022,1,0,1,1,1,0,2,1
Cangkringan,Jasa,Mikro_Lv1,2553790,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3589809,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,738826,3,2,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3658562,3,2,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3119893,2,1,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv2,6634685,6,3,3,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,1063506,2,1,1,1,1,0,2,1
Ngaglik,Jasa,Mikro_Lv1,2542532,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,4014078,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2079889,2,1,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,2070497,3,2,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,2979129,3,1,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4703726,3,2,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4723138,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv3,15912084,5,3,2,1,0,0,1,0
Sleman,Agribisnis,Mikro_Lv1,4647036,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,584106,3,2,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1227468,3,2,1,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,4368707,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4880268,4,2,2,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,1501622,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2024205,2,1,1,1,0,0,1,0
Gamping,Agribisnis,Mikro_Lv1,1710213,3,2,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,2742019,1,0,1,0,0,0,0,0
Turi,Agribisnis,Mikro_Lv1,4068125,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,3663257,3,2,1,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,1602020,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1087426,1,1,0,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2166561,2,1,1,1,0,0,1,0
Berbah,Jasa,Mikro_Lv2,8272145,2,1,1,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,3789363,1,0,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2149379,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1733387,1,0,1,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,3406273,1,0,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4481048,1,1,0,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1682618,4,2,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,2611278,3,1,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1105502,1,1,0,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3500102,3,1,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv2,5348737,3,1,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,3044544,2,1,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,1662936,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3796581,2,1,1,1,0,0,1,0
Minggir,Jasa,Mikro_Lv1,4902140,3,1,2,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,1271469,1,0,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1027169,2,1,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv2,5147733,4,2,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4472369,3,2,1,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,592889,1,1,0,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv2,8137877,5,2,3,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2232329,1,1,0,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,529882,3,2,1,1,0,0,1,0
Minggir,Jasa,Mikro_Lv2,9597577,2,1,1,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,2530888,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1391712,4,2,2,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv2,8287008,3,1,2,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,3065513,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,1335358,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2087916,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1783596,2,1,1,1,1,0,2,1
Mlati,Jasa,Mikro_Lv1,4767831,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4226713,3,1,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,795182,1,0,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,3069395,3,1,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4920605,1,0,1,1,1,0,2,1
Ngemplak,Jasa,Mikro_Lv1,3656366,1,1,0,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1666747,4,2,2,1,0,0,1,0
Cangkringan,Jasa,Mikro_Lv1,2332760,4,2,2,1,1,0,2,1
Gamping,Agribisnis,Mikro_Lv1,4231622,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4572476,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2684847,3,1,2,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,1752876,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2418715,4,2,2,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,4366217,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4651538,3,2,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv3,13772217,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3203934,3,1,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,3280596,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,4496228,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2808436,1,1,0,1,1,1,3,1
Gamping,Agribisnis,Mikro_Lv1,3731365,4,2,2,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,4160880,4,2,2,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,2397871,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2035410,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3906433,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3922578,3,2,1,1,0,0,1,0
Cangkringan,Perdagangan,Mikro_Lv1,2011602,2,1,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,2181063,3,1,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3009180,2,1,1,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,1897955,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv2,6592063,3,2,1,1,0,0,1,0
Seyegan,Agribisnis,Mikro_Lv1,988633,4,2,2,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,3165880,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,2764381,3,1,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3159245,2,1,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,1105750,1,1,0,1,0,0,1,0
Depok,Jasa,Mikro_Lv2,5241324,1,1,0,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,624078,4,2,2,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv2,9674837,1,1,0,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,910275,1,0,1,1,0,0,1,0
Gamping,Agribisnis,Mikro_Lv2,6760828,1,1,0,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv2,8992852,1,0,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,4885500,3,2,1,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,4436906,4,2,2,1,1,0,2,1
Berbah,Jasa,Mikro_Lv1,3363564,3,2,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2135335,1,1,0,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv2,6747888,3,2,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,754547,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1836371,3,2,1,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv2,9660500,6,4,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,887688,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1051556,3,1,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2361317,3,1,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1284514,1,0,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,3979566,3,1,2,1,0,0,1,0
Kalasan,Agribisnis,Mikro_Lv1,1993156,1,1,0,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,4807997,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2728553,4,2,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv2,7845157,4,2,2,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,3770514,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,2408981,3,1,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv3,14369535,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1195519,1,1,0,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,3487008,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv2,8308769,2,1,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv2,9828626,6,3,3,0,0,0,0,0
Turi,Agribisnis,Mikro_Lv2,6159702,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2412886,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4161068,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,884533,2,1,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,1269153,3,1,2,1,0,0,1,0
Gamping,Jasa,Mikro_Lv2,7196432,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1639391,3,2,1,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,2793474,2,1,1,1,1,0,2,1
Turi,Perdagangan,Mikro_Lv1,963723,1,1,0,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,4369883,3,1,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,1364845,4,2,2,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,4064046,2,1,1,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,4148338,2,1,1,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,1724293,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1365144,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1491120,3,1,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv2,9449113,5,2,3,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1647417,1,1,0,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,1814530,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1564641,4,2,2,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,4210407,4,2,2,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,679354,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4285887,4,2,2,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,3417199,3,2,1,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,2444741,2,1,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1073684,1,1,0,0,0,0,0,0
Kalasan,Agribisnis,Mikro_Lv1,640689,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2868524,3,1,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv4,42098459,11,6,5,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,3300212,3,1,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3843473,1,1,0,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4821613,1,1,0,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,1623045,2,1,1,1,1,0,2,1
Tempel,Jasa,Mikro_Lv3,18108262,5,2,3,1,0,0,1,0
Godean,Jasa,Mikro_Lv2,7039436,6,3,3,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1591723,1,0,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,3126301,3,1,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3832696,3,2,1,0,0,0,0,0
Prambanan,Agribisnis,Mikro_Lv1,3265453,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4667973,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1770242,2,1,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv2,8381331,1,0,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2295651,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1656714,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1977482,3,1,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,2587403,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1401495,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3649407,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,4303454,4,2,2,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,1411345,3,1,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,950067,1,1,0,0,0,0,0,0
Seyegan,Agribisnis,Mikro_Lv1,2197152,1,0,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1786793,3,2,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,4357469,3,1,2,1,0,0,1,0
Seyegan,Agribisnis,Mikro_Lv1,4963721,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,712628,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,3572475,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2059284,2,1,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1174267,4,2,2,0,0,0,0,0
Seyegan,Agribisnis,Mikro_Lv1,4584488,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2842854,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3570321,3,2,1,1,1,0,2,1
Cangkringan,Perdagangan,Mikro_Lv1,3558321,1,1,0,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1838618,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4229046,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2340220,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1636263,3,2,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,2100448,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2542896,4,2,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4011449,3,1,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,3519332,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4767132,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,4816841,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv2,5945424,4,2,2,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,4536589,1,0,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2516142,3,2,1,1,1,0,2,1
Moyudan,Perdagangan,Mikro_Lv1,2642856,2,1,1,1,0,0,1,0
Cangkringan,Jasa,Mikro_Lv1,1638355,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3991650,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,790160,1,0,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,1270569,1,1,0,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,4234341,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,2522307,2,1,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,4283938,3,2,1,1,1,0,2,1
Moyudan,Jasa,Mikro_Lv1,2695732,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4037553,3,2,1,0,0,0,0,0
Minggir,Agribisnis,Mikro_Lv1,3604379,3,1,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4166279,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1177551,1,1,0,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,2385005,1,1,0,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,3457135,1,1,0,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv2,9729244,6,3,3,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,2606622,2,1,1,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv1,1126754,4,2,2,1,0,0,1,0
Seyegan,Agribisnis,Mikro_Lv1,1737087,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,1583685,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3712624,4,2,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,4755313,3,1,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4035054,3,2,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,2029275,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,602903,3,1,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4006319,3,1,2,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,4836057,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1239026,1,1,0,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,1947839,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4114670,2,1,1,0,0,0,0,0
Turi,Agribisnis,Mikro_Lv1,2765202,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1603183,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2606040,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3371042,3,2,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,4483190,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,874319,1,1,0,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,1216087,3,2,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,2995188,4,2,2,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,3152880,4,2,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,4996389,2,1,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,4487636,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,755931,1,0,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,954377,2,1,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,531346,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3647744,3,1,2,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv1,3024497,1,1,0,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4362965,3,1,2,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,4029284,1,0,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,4544070,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4860356,2,1,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,651633,3,2,1,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,1665939,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1355243,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,4010940,3,1,2,1,0,0,1,0
Ngaglik,Agribisnis,Mikro_Lv1,4239868,3,1,2,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,2117270,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3850301,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4292212,2,1,1,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,2090745,4,2,2,0,0,0,0,0
