kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,omset_pct_dalam_skala,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online
Tempel,Jasa,Mikro_Lv1,2599741,0.4666,4,2,2,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,1373002,0.194,4,2,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv2,5465718,0.0931,6,3,3,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv2,7472385,0.4945,3,2,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4862110,0.9694,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,2750056,0.5,1,1,0,1,1,1,3,1
Mlati,Jasa,Mikro_Lv1,4029161,0.7843,1,1,0,1,1,1,3,1
Tempel,Jasa,Mikro_Lv1,723626,0.0497,2,1,1,1,1,1,3,1
Depok,Jasa,Mikro_Lv1,783197,0.0629,1,1,0,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv2,9518037,0.9036,1,0,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1411974,0.2027,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3872053,0.7493,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,4841387,0.9648,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv2,6693512,0.3387,6,3,3,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,3267189,0.6149,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,3358968,0.6353,2,1,1,1,0,0,1,1
Ngaglik,Perdagangan,Mikro_Lv1,2231126,0.3847,1,0,1,0,0,0,0,0
Kalasan,Agribisnis,Mikro_Lv1,2530934,0.4513,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv2,9359076,0.8718,5,3,2,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,4253206,0.834,3,2,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv3,19500744,0.6334,3,2,1,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,2762353,0.5027,1,1,0,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,3185400,0.5968,3,1,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,2932833,0.5406,4,2,2,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,3212510,0.6028,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2919053,0.5376,4,2,2,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv1,970471,0.1045,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2969536,0.5488,3,2,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,1482207,0.2183,2,1,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2932095,0.5405,2,1,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,1594526,0.2432,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4330278,0.8512,2,1,1,1,1,0,2,1
Turi,Perdagangan,Mikro_Lv1,1957556,0.3239,2,1,1,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,1939485,0.3199,1,0,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv2,5703446,0.1407,3,2,1,1,0,0,1,0
Ngemplak,Agribisnis,Mikro_Lv1,4804395,0.9565,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,3766152,0.7258,4,2,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,1828142,0.2951,2,1,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,4487422,0.8861,2,1,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,3743899,0.7209,3,2,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,4002896,0.7784,1,1,0,0,0,0,0,0
Kalasan,Agribisnis,Mikro_Lv1,4074541,0.7943,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2086282,0.3525,3,2,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv2,8794218,0.7588,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1335488,0.1857,2,1,1,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv3,20689268,0.7126,3,1,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,692527,0.0428,1,0,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2528366,0.4507,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,1974542,0.3277,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2807846,0.5129,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3912661,0.7584,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3038871,0.5642,2,1,1,1,1,1,3,1
Godean,Perdagangan,Mikro_Lv3,23030964,0.8687,7,4,3,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,3761365,0.7247,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv3,13070132,0.2047,8,5,3,1,1,0,2,1
Depok,Agribisnis,Mikro_Lv1,2274702,0.3944,2,1,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,2567139,0.4594,1,1,0,1,1,1,3,1
Kalasan,Perdagangan,Mikro_Lv1,3321331,0.627,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2016503,0.337,3,2,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,1462217,0.2138,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4155053,0.8122,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2627367,0.4727,4,2,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,4856232,0.9681,3,2,1,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,3297975,0.6218,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4489551,0.8866,4,2,2,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,2058569,0.3463,1,1,0,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4984603,0.9966,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1813781,0.292,2,1,1,1,0,0,1,0
Berbah,Agribisnis,Mikro_Lv1,1769343,0.2821,1,0,1,1,1,0,2,1
Tempel,Perdagangan,Mikro_Lv1,2545481,0.4546,2,1,1,1,1,0,2,1
Kalasan,Agribisnis,Mikro_Lv1,2973908,0.5498,1,1,0,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,4611905,0.9138,3,2,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2759071,0.502,3,2,1,1,1,0,2,1
Mlati,Perdagangan,Mikro_Lv1,1052813,0.1228,1,0,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,4734217,0.9409,2,1,1,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,4506107,0.8902,3,2,1,1,1,0,2,1
Ngaglik,Agribisnis,Mikro_Lv1,2727995,0.4951,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,693074,0.0429,1,1,0,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv2,6750914,0.3502,5,3,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3856641,0.7459,1,0,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4867929,0.9707,1,1,0,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,4542334,0.8983,1,0,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,509012,0.002,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,4393318,0.8652,1,1,0,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv2,8810004,0.762,2,1,1,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,2350170,0.4111,3,2,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,1004204,0.112,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3414999,0.6478,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3949808,0.7666,1,0,1,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,1574198,0.2387,4,2,2,1,1,1,3,1
Depok,Jasa,Mikro_Lv1,1608597,0.2464,1,1,0,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,2583913,0.4631,1,1,0,1,0,0,1,0
Pakem,Agribisnis,Mikro_Lv1,4917327,0.9816,2,1,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,2401766,0.4226,3,1,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1638964,0.2531,1,0,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3394299,0.6432,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1702203,0.2672,1,0,1,1,1,0,2,1
Pakem,Perdagangan,Mikro_Lv1,800489,0.0668,2,1,1,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,1128937,0.1398,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,556152,0.0125,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2951957,0.5449,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3820627,0.7379,4,2,2,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,2520779,0.4491,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2931284,0.5403,2,1,1,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,2907721,0.535,3,2,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,1455181,0.2123,2,1,1,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv2,8969243,0.7938,5,3,2,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,1123521,0.1386,3,2,1,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,4062330,0.7916,2,1,1,1,1,0,2,1
Ngaglik,Jasa,Mikro_Lv1,1552063,0.2338,1,1,0,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv2,9308783,0.8618,6,3,3,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv2,5474833,0.095,3,1,2,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,999600,0.111,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2420831,0.4269,2,1,1,1,1,0,2,1
Prambanan,Jasa,Mikro_Lv2,8427194,0.6854,3,2,1,1,1,0,2,1
Gamping,Jasa,Mikro_Lv1,4653123,0.9229,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,4569809,0.9044,4,2,2,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,4071033,0.7936,4,2,2,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,4995181,0.9989,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4049551,0.7888,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3169157,0.5931,3,2,1,1,0,0,1,0
Gamping,Agribisnis,Mikro_Lv1,3766112,0.7258,4,2,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,4996712,0.9993,3,1,2,1,1,0,2,1
Ngaglik,Perdagangan,Mikro_Lv1,4089337,0.7976,4,2,2,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,2972512,0.5494,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv2,9321878,0.8644,1,1,0,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,2025637,0.339,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2600588,0.4668,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3154589,0.5899,1,1,0,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,4830005,0.9622,1,0,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv2,9447434,0.8895,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3758832,0.7242,3,2,1,1,1,0,2,1
Minggir,Jasa,Mikro_Lv1,746797,0.0548,1,0,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,3824922,0.7389,4,2,2,1,1,1,3,1
Depok,Jasa,Mikro_Lv1,2683721,0.4853,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,4173255,0.8163,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,1868051,0.304,4,2,2,0,0,0,0,0
Minggir,Agribisnis,Mikro_Lv1,2566353,0.4592,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2095164,0.3545,2,1,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,3004066,0.5565,3,2,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,4269421,0.8376,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4654087,0.9231,3,2,1,1,1,0,2,1
Prambanan,Perdagangan,Mikro_Lv1,4691533,0.9315,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,4842383,0.965,1,1,0,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,990492,0.109,2,1,1,1,1,0,2,1
Mlati,Jasa,Mikro_Lv2,7999494,0.5999,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4041450,0.787,1,0,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1869951,0.3044,1,1,0,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,2199219,0.3776,1,1,0,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4419059,0.8709,4,2,2,1,1,0,2,1
Prambanan,Jasa,Mikro_Lv1,4271655,0.8381,2,1,1,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv1,2902321,0.5338,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3732094,0.7182,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4494918,0.8878,1,0,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2723712,0.4942,4,2,2,1,0,0,1,0
Godean,Jasa,Mikro_Lv2,8188858,0.6378,5,3,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3667758,0.7039,2,1,1,1,0,0,1,1
Prambanan,Perdagangan,Mikro_Lv1,1896629,0.3104,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,747117,0.0549,3,2,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3765742,0.7257,2,1,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3885162,0.7523,1,1,0,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,509297,0.0021,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,3992717,0.7762,1,1,0,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2277639,0.395,1,1,0,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,2445853,0.4324,3,2,1,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,4916728,0.9815,3,1,2,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,4439645,0.8755,1,1,0,1,0,0,1,1
Moyudan,Jasa,Mikro_Lv1,2686516,0.4859,2,1,1,1,0,0,1,0
Pakem,Jasa,Mikro_Lv2,5881380,0.1763,1,1,0,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2246075,0.388,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv2,9677567,0.9355,4,2,2,1,1,0,2,1
Seyegan,Perdagangan,Mikro_Lv1,3275883,0.6169,3,1,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3950902,0.7669,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1881194,0.3069,3,1,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1088162,0.1307,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4756219,0.9458,1,1,0,1,1,0,2,1
Mlati,Perdagangan,Mikro_Lv1,3970150,0.7711,3,2,1,1,0,0,1,0
Tempel,Jasa,Mikro_Lv5,97278850,0.9456,10,5,5,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,4973678,0.9942,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1407233,0.2016,1,1,0,1,1,0,2,1
Pakem,Jasa,Mikro_Lv1,3195983,0.5991,3,1,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,2370305,0.4156,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3873721,0.7497,2,1,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,4611735,0.9137,4,2,2,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,3023517,0.5608,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1008566,0.113,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4623244,0.9163,1,0,1,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,1703888,0.2675,4,2,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,724376,0.0499,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,3830250,0.7401,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv2,8766437,0.7533,4,2,2,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,1226272,0.1614,3,1,2,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,4698625,0.933,1,1,0,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,612620,0.025,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2078256,0.3507,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4688656,0.9308,3,2,1,1,1,0,2,1
Cangkringan,Perdagangan,Mikro_Lv1,4253422,0.8341,4,2,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,1753039,0.2785,3,2,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3294399,0.621,2,1,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,580570,0.0179,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2458303,0.4352,3,1,2,1,0,0,1,1
Depok,Perdagangan,Mikro_Lv1,4511204,0.8914,2,1,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,1089352,0.131,1,0,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,4238633,0.8308,4,2,2,1,0,1,2,1
Mlati,Jasa,Mikro_Lv1,1200149,0.1556,2,1,1,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,4122882,0.8051,4,2,2,0,0,0,0,0
Moyudan,Agribisnis,Mikro_Lv1,1444339,0.2099,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv2,9448470,0.8897,3,1,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,1204914,0.1566,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,2531172,0.4514,2,1,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,3169086,0.5931,1,0,1,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,4693319,0.9318,3,2,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,3359281,0.6354,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,3960762,0.7691,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1639987,0.2533,1,1,0,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,4268900,0.8375,2,1,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,1260397,0.169,3,1,2,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,4543910,0.8986,3,2,1,1,0,0,1,0
Minggir,Agribisnis,Mikro_Lv1,2690527,0.4868,4,2,2,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,3959633,0.7688,3,1,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2840567,0.5201,2,1,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,2386780,0.4193,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,774244,0.0609,3,1,2,1,1,0,2,1
Kalasan,Perdagangan,Mikro_Lv1,2363618,0.4141,3,2,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,2083750,0.3519,3,1,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,3586395,0.6859,1,1,0,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,1189963,0.1533,3,2,1,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,2568051,0.4596,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,3267359,0.615,4,2,2,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,2653947,0.4787,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2978762,0.5508,3,1,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,4018652,0.7819,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3423728,0.6497,3,2,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,1574013,0.2387,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2905071,0.5345,3,1,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,2561369,0.4581,1,1,0,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,1314356,0.181,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,4366692,0.8593,4,2,2,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,1304069,0.1787,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv2,6594928,0.319,3,1,2,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,2925132,0.5389,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4723555,0.9386,3,2,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,1518364,0.2263,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1198050,0.1551,2,1,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv2,6734921,0.347,3,2,1,1,1,0,2,1
Tempel,Perdagangan,Mikro_Lv1,3144556,0.5877,3,1,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv2,9187635,0.8375,6,4,2,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,3418514,0.6486,3,1,2,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,3822099,0.7382,3,2,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,1986630,0.3304,1,0,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,4467925,0.8818,3,1,2,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,1581458,0.2403,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3653566,0.7008,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4470578,0.8824,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1528752,0.2286,4,2,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,1692568,0.265,1,0,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,3019343,0.5599,3,2,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,3073283,0.5718,4,2,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv3,16138708,0.4092,4,2,2,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv1,1180050,0.1511,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,4022591,0.7828,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv2,7996206,0.5992,2,1,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3688475,0.7086,3,2,1,1,1,0,2,1
Cangkringan,Perdagangan,Mikro_Lv1,4448240,0.8774,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4430174,0.8734,4,2,2,1,1,0,2,1
Gamping,Agribisnis,Mikro_Lv1,2613685,0.4697,3,1,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2430917,0.4291,4,2,2,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,640017,0.0311,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4973852,0.9942,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv2,7399941,0.48,3,2,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,4776808,0.9504,3,2,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,3000989,0.5558,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3642052,0.6982,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1439044,0.2087,3,2,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,4064936,0.7922,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,4533310,0.8963,1,1,0,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,3111173,0.5803,1,0,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,4095775,0.7991,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3728763,0.7175,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3812844,0.7362,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3146661,0.5881,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4974988,0.9944,1,1,0,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,4091006,0.798,3,2,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,721120,0.0491,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4471473,0.8825,2,1,1,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,4381610,0.8626,1,1,0,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,4168839,0.8153,3,1,2,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,1386469,0.197,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,764602,0.0588,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,774507,0.061,3,2,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1869943,0.3044,1,0,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4729911,0.94,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1169384,0.1488,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1833986,0.2964,4,2,2,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,3345929,0.6324,4,2,2,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,2280915,0.3958,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv2,9751770,0.9504,2,1,1,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,4074115,0.7942,3,1,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,3481578,0.6626,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4446492,0.877,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2675640,0.4835,2,1,1,0,0,0,0,0
