kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,omset_pct_dalam_skala,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online
Berbah,Perdagangan,Mikro_Lv1,2161393,0.3692,3,1,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,3662633,0.7028,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4841387,0.9648,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv2,6693512,0.3387,6,3,3,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,3267189,0.6149,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,3358968,0.6353,2,1,1,1,0,0,1,1
Ngaglik,Perdagangan,Mikro_Lv1,2231126,0.3847,1,0,1,0,0,0,0,0
Kalasan,Agribisnis,Mikro_Lv1,2530934,0.4513,1,1,0,1,0,0,1,1
Turi,Jasa,Mikro_Lv1,1590092,0.2422,2,1,1,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv2,7091862,0.4184,5,3,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,3891469,0.7537,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3408096,0.6462,2,1,1,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,622994,0.0273,4,2,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,2932833,0.5406,4,2,2,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,3212510,0.6028,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2919053,0.5376,4,2,2,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv1,970471,0.1045,2,1,1,1,0,0,1,1
Mlati,Perdagangan,Mikro_Lv1,3708136,0.7129,3,2,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,4239397,0.831,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4117257,0.8038,3,2,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,3365530,0.6368,2,1,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,4330278,0.8512,2,1,1,1,1,0,2,1
Turi,Perdagangan,Mikro_Lv1,1957556,0.3239,2,1,1,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,1939485,0.3199,1,0,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv2,5703446,0.1407,3,2,1,1,0,0,1,0
Ngemplak,Agribisnis,Mikro_Lv1,4804395,0.9565,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,3766152,0.7258,4,2,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,1828142,0.2951,2,1,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,4487422,0.8861,2,1,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,3743899,0.7209,3,2,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,4002896,0.7784,1,1,0,0,0,0,0,0
Kalasan,Agribisnis,Mikro_Lv1,4074541,0.7943,2,1,1,1,1,0,2,1
Moyudan,Perdagangan,Mikro_Lv1,3603300,0.6896,4,2,2,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,4294218,0.8432,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1335488,0.1857,2,1,1,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv3,20689268,0.7126,3,1,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,692527,0.0428,1,0,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2528366,0.4507,2,1,1,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,2699172,0.4887,3,2,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,2859203,0.5243,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3912661,0.7584,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3038871,0.5642,2,1,1,1,1,1,3,1
Godean,Perdagangan,Mikro_Lv3,23030964,0.8687,7,4,3,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,3761365,0.7247,4,2,2,1,1,0,2,1
Cangkringan,Jasa,Mikro_Lv1,2889642,0.531,2,1,1,1,1,0,2,1
Tempel,Jasa,Mikro_Lv1,2838782,0.5197,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,921972,0.0938,1,1,0,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,2784533,0.5077,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1971602,0.327,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,838781,0.0753,3,2,1,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,517829,0.004,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1274474,0.1721,1,0,1,1,1,0,2,1
Tempel,Agribisnis,Mikro_Lv2,8400205,0.68,3,2,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1389912,0.1978,3,2,1,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,2058569,0.3463,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4302717,0.845,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1849815,0.3,3,2,1,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,1769343,0.2821,1,0,1,1,1,0,2,1
Cangkringan,Jasa,Mikro_Lv1,3615084,0.6922,3,2,1,1,1,0,2,1
Kalasan,Agribisnis,Mikro_Lv1,2973908,0.5498,1,1,0,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,4936134,0.9858,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2759071,0.502,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1816668,0.2926,3,2,1,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv2,9498965,0.8998,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2227421,0.3839,1,1,0,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,4479337,0.8843,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3181052,0.5958,2,1,1,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,3471176,0.6603,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4804586,0.9566,4,2,2,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,3734295,0.7187,1,1,0,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,4884679,0.9744,2,1,1,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,1977859,0.3284,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3854967,0.7455,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3929660,0.7621,2,1,1,1,0,0,1,1
Berbah,Perdagangan,Mikro_Lv1,1009590,0.1132,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2084492,0.3521,1,0,1,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,4871552,0.9715,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4114773,0.8033,3,2,1,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,2620910,0.4713,4,2,2,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,4634286,0.9187,4,2,2,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,968735,0.1042,4,2,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,2524131,0.4498,3,2,1,1,1,0,2,1
Berbah,Perdagangan,Mikro_Lv1,1233442,0.163,3,2,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1625269,0.2501,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1286360,0.1747,1,0,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv2,5770545,0.1541,4,2,2,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,1396317,0.1992,3,1,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3861344,0.747,4,2,2,1,1,1,3,1
Turi,Perdagangan,Mikro_Lv1,3164056,0.592,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv4,49884029,0.9954,12,6,6,1,1,0,2,1
Minggir,Perdagangan,Mikro_Lv1,4062518,0.7917,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,923030,0.094,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2022872,0.3384,3,2,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,4119820,0.8044,1,0,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2907721,0.535,3,2,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,1455181,0.2123,2,1,1,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv2,8969243,0.7938,5,3,2,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,1123521,0.1386,3,2,1,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,4062330,0.7916,2,1,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1552063,0.2338,1,1,0,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv2,9308783,0.8618,6,3,3,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv2,5474833,0.095,3,1,2,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,999600,0.111,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2420831,0.4269,2,1,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,2884359,0.5299,3,1,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1956040,0.3236,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3219771,0.6044,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,2207806,0.3795,3,2,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,3200463,0.6001,1,0,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3166829,0.5926,4,2,2,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,1298377,0.1774,1,1,0,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,4372023,0.8604,1,1,0,0,0,0,0,0
Minggir,Agribisnis,Mikro_Lv1,543585,0.0097,3,2,1,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,938292,0.0974,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,863116,0.0807,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4678431,0.9285,2,1,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,4462245,0.8805,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2385428,0.419,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3154589,0.5899,1,1,0,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,4830005,0.9622,1,0,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv2,9447434,0.8895,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3758832,0.7242,3,2,1,1,1,0,2,1
Minggir,Jasa,Mikro_Lv1,746797,0.0548,1,0,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,3824922,0.7389,4,2,2,1,1,1,3,1
Depok,Jasa,Mikro_Lv1,2683721,0.4853,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,4173255,0.8163,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,1868051,0.304,4,2,2,0,0,0,0,0
Minggir,Agribisnis,Mikro_Lv1,2566353,0.4592,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2095164,0.3545,2,1,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,3004066,0.5565,3,2,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,4269421,0.8376,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4654087,0.9231,3,2,1,1,1,0,2,1
Prambanan,Perdagangan,Mikro_Lv1,4691533,0.9315,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,4842383,0.965,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,990492,0.109,2,1,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3499494,0.6666,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4041450,0.787,1,0,1,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,4920047,0.9822,4,2,2,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,561201,0.0136,4,2,2,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,670316,0.0378,4,2,2,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,4271655,0.8381,2,1,1,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv1,2902321,0.5338,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3732094,0.7182,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4494918,0.8878,1,0,1,1,1,0,2,1
Tempel,Perdagangan,Mikro_Lv1,2488052,0.4418,2,1,1,1,0,0,1,0
Turi,Agribisnis,Mikro_Lv1,3688858,0.7086,1,1,0,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3667758,0.7039,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4553344,0.9007,1,1,0,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv2,7421791,0.4844,5,3,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,909759,0.0911,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2963448,0.5474,2,1,1,1,1,0,2,1
Mlati,Agribisnis,Mikro_Lv1,1105848,0.1346,4,2,2,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,2342653,0.4095,3,1,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1020436,0.1157,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1163399,0.1474,3,1,2,1,0,0,1,1
Sleman,Perdagangan,Mikro_Lv1,3985393,0.7745,4,2,2,1,1,0,2,1
Turi,Jasa,Mikro_Lv1,4301167,0.8447,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4991839,0.9982,4,2,2,1,0,0,1,1
Moyudan,Jasa,Mikro_Lv1,2686516,0.4859,2,1,1,1,1,1,3,1
Turi,Perdagangan,Mikro_Lv1,2620883,0.4713,1,0,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3044955,0.5655,1,1,0,1,1,0,2,1
Ngaglik,Jasa,Mikro_Lv1,3807408,0.735,2,1,1,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,720967,0.0491,3,2,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2454769,0.4344,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,3862313,0.7472,3,2,1,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,1832460,0.2961,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv3,19576700,0.6384,5,3,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,674953,0.0389,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2514901,0.4478,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3870116,0.7489,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1407233,0.2016,1,1,0,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1821975,0.2938,1,1,0,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,4594409,0.9099,3,2,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,1109026,0.1353,2,1,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,4989510,0.9977,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1548120,0.2329,1,0,1,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,1488494,0.2197,3,2,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,4033654,0.7853,2,1,1,1,1,1,3,1
Moyudan,Jasa,Mikro_Lv1,3017850,0.5595,2,1,1,1,1,0,2,1
Moyudan,Jasa,Mikro_Lv1,2267588,0.3928,4,2,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,3975829,0.7724,4,2,2,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,2086444,0.3525,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3112705,0.5806,3,2,1,1,0,0,1,0
Pakem,Agribisnis,Mikro_Lv1,3944217,0.7654,3,2,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,612620,0.025,1,1,0,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,2259775,0.3911,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3953705,0.7675,3,1,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2443181,0.4318,2,1,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,1396553,0.1992,4,2,2,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,744361,0.0543,3,2,1,1,0,0,1,1
Kalasan,Jasa,Mikro_Lv1,4426427,0.8725,3,1,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2121398,0.3603,4,2,2,1,0,0,1,1
Depok,Perdagangan,Mikro_Lv1,4511204,0.8914,2,1,1,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,2970394,0.549,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2317820,0.404,1,0,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,1200149,0.1556,2,1,1,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,1736635,0.2748,3,1,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3408941,0.6464,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4690635,0.9313,1,1,0,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,1204914,0.1566,4,2,2,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,3390128,0.6423,2,1,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,3169086,0.5931,1,0,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,3812739,0.7362,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,3359281,0.6354,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1995166,0.3323,1,0,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1639987,0.2533,1,1,0,1,1,0,2,1
Ngaglik,Perdagangan,Mikro_Lv1,1427445,0.2061,2,1,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,1260397,0.169,3,1,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1182701,0.1517,1,0,1,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,2428945,0.4287,2,1,1,1,0,0,1,0
Kalasan,Agribisnis,Mikro_Lv1,2034038,0.3409,3,2,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,4419144,0.8709,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1648626,0.2553,3,2,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4902050,0.9782,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,969092,0.1042,1,0,1,1,1,1,3,1
Moyudan,Agribisnis,Mikro_Lv1,1758515,0.2797,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1428567,0.2063,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1300458,0.1779,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1076435,0.1281,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1389515,0.1977,4,2,2,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,2312146,0.4027,3,2,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,788715,0.0642,4,2,2,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,3658181,0.7018,1,0,1,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,4356798,0.8571,4,2,2,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,1175221,0.15,1,1,0,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,523119,0.0051,2,1,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,1555374,0.2345,2,1,1,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,2468062,0.4373,1,1,0,1,1,1,3,1
Ngaglik,Jasa,Mikro_Lv1,717522,0.0483,1,0,1,1,0,0,1,0
Mlati,Agribisnis,Mikro_Lv1,2280261,0.3956,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv4,35219047,0.4088,8,4,4,1,1,0,2,1
Seyegan,Perdagangan,Mikro_Lv2,7693727,0.5387,3,1,2,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,2925132,0.5389,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4723555,0.9386,3,2,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,1518364,0.2263,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1198050,0.1551,2,1,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv2,6734921,0.347,3,2,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4199618,0.8221,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv2,5850262,0.1701,3,2,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,3197881,0.5995,1,1,0,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,3122760,0.5828,1,1,0,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,2546416,0.4548,1,1,0,1,1,1,3,1
Sleman,Perdagangan,Mikro_Lv1,2971492,0.5492,3,2,1,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,1207852,0.1573,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3005191,0.5567,3,2,1,1,1,0,2,1
Godean,Agribisnis,Mikro_Lv1,4892604,0.9761,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,620270,0.0267,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1232726,0.1628,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1402997,0.2007,4,2,2,1,1,0,2,1
Mlati,Perdagangan,Mikro_Lv1,4307678,0.8462,1,1,0,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv2,8240868,0.6482,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1459012,0.2131,1,0,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv2,8421085,0.6842,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4501175,0.8892,4,2,2,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv1,2105869,0.3569,4,2,2,1,0,0,1,0
Kalasan,Agribisnis,Mikro_Lv1,3820108,0.7378,2,1,1,1,1,0,2,1
Ngemplak,Agribisnis,Mikro_Lv1,4838748,0.9642,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,640017,0.0311,3,2,1,1,1,0,2,1
Moyudan,Jasa,Mikro_Lv1,3004153,0.5565,4,2,2,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,3779115,0.7287,1,1,0,1,0,0,1,1
Gamping,Perdagangan,Mikro_Lv1,3106804,0.5793,1,0,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,3682825,0.7073,4,2,2,0,0,0,0,0
Seyegan,Agribisnis,Mikro_Lv1,3440639,0.6535,2,1,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,1289031,0.1753,1,1,0,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,644015,0.032,4,2,2,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,2721373,0.4936,3,2,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1294609,0.1766,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,653354,0.0341,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,609446,0.0243,1,0,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,1430340,0.2067,2,1,1,1,1,0,2,1
Mlati,Perdagangan,Mikro_Lv1,1621861,0.2493,4,2,2,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,4116177,0.8036,4,2,2,1,1,1,3,1
Berbah,Jasa,Mikro_Lv1,3301377,0.6225,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1153724,0.1453,2,1,1,1,1,0,2,1
Moyudan,Jasa,Mikro_Lv1,4675089,0.9278,1,1,0,0,0,0,0,0
Moyudan,Agribisnis,Mikro_Lv1,4381610,0.8626,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4168839,0.8153,3,1,2,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,1386469,0.197,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,764602,0.0588,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,774507,0.061,3,2,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1869943,0.3044,1,0,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4729911,0.94,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1169384,0.1488,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1833986,0.2964,4,2,2,1,1,0,2,1
Tempel,Perdagangan,Mikro_Lv1,1366555,0.1926,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1287670,0.175,2,1,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1961121,0.3247,3,2,1,1,1,0,2,1
Minggir,Jasa,Mikro_Lv1,1163622,0.1475,3,1,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,4887115,0.9749,3,2,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,4446492,0.877,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2675640,0.4835,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv2,7767544,0.5535,6,3,3,1,1,0,2,1
Ngemplak,Jasa,Mikro_Lv2,5572551,0.1145,5,3,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,924363,0.0943,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,4302035,0.8449,2,1,1,1,1,0,2,1
Minggir,Perdagangan,Mikro_Lv1,4406248,0.8681,2,1,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv2,6462983,0.2926,3,2,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,725612,0.0501,4,2,2,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,3138968,0.5864,1,1,0,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,1263871,0.1697,1,1,0,1,1,0,2,1
